ID,trial_id,task_order,task,outpos,serpos,recalled,stim,WTP
62534,0,0,recall,7,3,0,48,-1
62534,6,0,offer,-1,1,-1,26,51
62534,6,0,offer,-1,2,-1,47,51
62534,6,0,offer,-1,3,-1,42,51
62534,6,0,offer,-1,4,-1,72,51
62534,6,0,offer,-1,5,-1,48,51
62534,6,0,offer,-1,6,-1,49,51
62534,6,0,offer,-1,7,-1,71,51
62534,0,0,offer,-1,1,-1,32,49
62534,0,0,offer,-1,2,-1,44,49
62534,0,0,offer,-1,3,-1,48,49
62534,0,0,offer,-1,4,-1,42,49
62534,0,0,offer,-1,5,-1,70,49
62534,0,0,offer,-1,6,-1,57,49
62534,0,0,offer,-1,7,-1,43,49
62534,1,0,recall,1,1,1,71,-1
62534,1,0,recall,2,2,1,80,-1
62534,1,0,recall,3,6,1,68,-1
62534,1,0,recall,4,3,1,41,-1
62534,1,0,recall,5,4,1,58,-1
62534,1,0,recall,6,5,1,82,-1
62534,1,0,recall,7,7,0,51,-1
62534,22,2,recall,1,1,1,63,-1
62534,22,2,recall,2,2,1,42,-1
62534,22,2,recall,3,7,1,59,-1
62534,22,2,recall,4,6,1,54,-1
62534,22,2,recall,5,5,1,61,-1
62534,22,2,recall,6,3,0,46,-1
62534,22,2,recall,7,4,0,55,-1
62534,30,3,recall,1,1,1,61,-1
62534,30,3,recall,2,2,1,68,-1
62534,30,3,recall,3,7,1,58,-1
62534,30,3,recall,4,6,1,50,-1
62534,30,3,recall,5,5,1,19,-1
62534,30,3,recall,6,4,1,44,-1
62534,30,3,recall,7,3,0,34,-1
62534,5,0,offer,-1,1,-1,24,49
62534,5,0,offer,-1,2,-1,66,49
62534,5,0,offer,-1,3,-1,32,49
62534,5,0,offer,-1,4,-1,55,49
62534,5,0,offer,-1,5,-1,51,49
62534,5,0,offer,-1,6,-1,67,49
62534,5,0,offer,-1,7,-1,45,49
62534,20,2,offer,-1,1,-1,55,55
62534,20,2,offer,-1,2,-1,63,55
62534,20,2,offer,-1,3,-1,64,55
62534,20,2,offer,-1,4,-1,70,55
62534,20,2,offer,-1,5,-1,56,55
62534,20,2,offer,-1,6,-1,46,55
62534,20,2,offer,-1,7,-1,50,55
62534,4,0,offer,-1,1,-1,68,58
62534,4,0,offer,-1,2,-1,79,58
62534,4,0,offer,-1,3,-1,77,58
62534,4,0,offer,-1,4,-1,31,58
62534,4,0,offer,-1,5,-1,58,58
62534,4,0,offer,-1,6,-1,62,58
62534,4,0,offer,-1,7,-1,46,58
62534,30,3,offer,-1,1,-1,61,49
62534,30,3,offer,-1,2,-1,68,49
62534,30,3,offer,-1,3,-1,34,49
62534,30,3,offer,-1,4,-1,44,49
62534,30,3,offer,-1,5,-1,19,49
62534,30,3,offer,-1,6,-1,50,49
62534,30,3,offer,-1,7,-1,58,49
62534,4,0,recall,1,1,1,68,-1
62534,4,0,recall,2,2,1,79,-1
62534,4,0,recall,3,7,1,46,-1
62534,4,0,recall,4,5,1,58,-1
62534,4,0,recall,5,6,1,62,-1
62534,4,0,recall,6,4,1,31,-1
62534,4,0,recall,7,2,-2,79,-1
62534,4,0,recall,8,3,0,77,-1
62534,19,2,recall,1,1,1,66,-1
62534,19,2,recall,2,2,1,59,-1
62534,19,2,recall,3,3,1,70,-1
62534,19,2,recall,4,7,1,68,-1
62534,19,2,recall,5,6,1,80,-1
62534,19,2,recall,6,5,1,38,-1
62534,19,2,recall,7,4,0,56,-1
62534,2,0,offer,-1,1,-1,52,45
62534,2,0,offer,-1,2,-1,66,45
62534,2,0,offer,-1,3,-1,53,45
62534,2,0,offer,-1,4,-1,35,45
62534,2,0,offer,-1,5,-1,57,45
62534,2,0,offer,-1,6,-1,74,45
62534,2,0,offer,-1,7,-1,24,45
62534,16,2,recall,1,1,1,79,-1
62534,16,2,recall,2,2,1,53,-1
62534,16,2,recall,3,3,1,76,-1
62534,16,2,recall,4,4,1,66,-1
62534,16,2,recall,5,5,1,77,-1
62534,16,2,recall,6,6,1,48,-1
62534,16,2,recall,7,7,1,65,-1
62534,18,2,recall,1,101,-1,72,-1
62534,18,2,recall,2,2,1,37,-1
62534,18,2,recall,3,7,1,91,-1
62534,18,2,recall,4,6,1,45,-1
62534,18,2,recall,5,3,1,86,-1
62534,18,2,recall,6,1,0,77,-1
62534,18,2,recall,7,4,0,55,-1
62534,18,2,recall,8,5,0,67,-1
62534,19,2,offer,-1,1,-1,66,63
62534,19,2,offer,-1,2,-1,59,63
62534,19,2,offer,-1,3,-1,70,63
62534,19,2,offer,-1,4,-1,56,63
62534,19,2,offer,-1,5,-1,38,63
62534,19,2,offer,-1,6,-1,80,63
62534,19,2,offer,-1,7,-1,68,63
62534,25,3,recall,1,7,1,73,-1
62534,25,3,recall,2,6,1,50,-1
62534,25,3,recall,3,1,1,88,-1
62534,25,3,recall,4,4,1,71,-1
62534,25,3,recall,5,105,-1,68,-1
62534,25,3,recall,6,2,1,43,-1
62534,25,3,recall,7,3,0,54,-1
62534,25,3,recall,8,5,0,40,-1
62534,15,1,offer,-1,1,-1,70,56
62534,15,1,offer,-1,2,-1,72,56
62534,15,1,offer,-1,3,-1,51,56
62534,15,1,offer,-1,4,-1,29,56
62534,15,1,offer,-1,5,-1,71,56
62534,15,1,offer,-1,6,-1,49,56
62534,15,1,offer,-1,7,-1,50,56
62534,9,1,recall,1,7,1,49,-1
62534,9,1,recall,2,102,-1,70,-1
62534,9,1,recall,3,2,1,71,-1
62534,9,1,recall,4,1,1,79,-1
62534,9,1,recall,5,3,1,48,-1
62534,9,1,recall,6,6,1,52,-1
62534,9,1,recall,7,4,0,80,-1
62534,9,1,recall,8,5,0,59,-1
62534,18,2,offer,-1,1,-1,77,60
62534,18,2,offer,-1,2,-1,37,60
62534,18,2,offer,-1,3,-1,86,60
62534,18,2,offer,-1,4,-1,55,60
62534,18,2,offer,-1,5,-1,67,60
62534,18,2,offer,-1,6,-1,45,60
62534,18,2,offer,-1,7,-1,91,60
62534,20,2,recall,1,1,1,55,-1
62534,20,2,recall,2,7,1,50,-1
62534,20,2,recall,3,6,1,46,-1
62534,20,2,recall,4,5,1,56,-1
62534,20,2,recall,5,4,1,70,-1
62534,20,2,recall,6,3,1,64,-1
62534,20,2,recall,7,2,1,63,-1
62534,3,0,offer,-1,1,-1,69,59
62534,3,0,offer,-1,2,-1,40,59
62534,3,0,offer,-1,3,-1,37,59
62534,3,0,offer,-1,4,-1,61,59
62534,3,0,offer,-1,5,-1,89,59
62534,3,0,offer,-1,6,-1,54,59
62534,3,0,offer,-1,7,-1,81,59
62534,17,2,recall,1,1,1,65,-1
62534,17,2,recall,2,2,1,69,-1
62534,17,2,recall,3,7,1,35,-1
62534,17,2,recall,4,6,1,49,-1
62534,17,2,recall,5,5,1,28,-1
62534,17,2,recall,6,4,1,43,-1
62534,17,2,recall,7,3,0,60,-1
62534,24,3,offer,-1,1,-1,81,49
62534,24,3,offer,-1,2,-1,51,49
62534,24,3,offer,-1,3,-1,32,49
62534,24,3,offer,-1,4,-1,68,49
62534,24,3,offer,-1,5,-1,45,49
62534,24,3,offer,-1,6,-1,49,49
62534,24,3,offer,-1,7,-1,67,49
62534,7,0,recall,1,7,1,47,-1
62534,7,0,recall,2,6,1,63,-1
62534,7,0,recall,3,5,1,93,-1
62534,7,0,recall,4,1,1,58,-1
62534,7,0,recall,5,3,1,73,-1
62534,7,0,recall,6,2,0,76,-1
62534,7,0,recall,7,4,0,56,-1
62534,13,1,recall,1,1,1,51,-1
62534,13,1,recall,2,2,1,25,-1
62534,13,1,recall,3,3,1,46,-1
62534,13,1,recall,4,4,1,37,-1
62534,13,1,recall,5,7,1,71,-1
62534,13,1,recall,6,5,1,70,-1
62534,13,1,recall,7,6,0,73,-1
62534,25,3,offer,-1,1,-1,88,61
62534,25,3,offer,-1,2,-1,43,61
62534,25,3,offer,-1,3,-1,54,61
62534,25,3,offer,-1,4,-1,71,61
62534,25,3,offer,-1,5,-1,40,61
62534,25,3,offer,-1,6,-1,50,61
62534,25,3,offer,-1,7,-1,73,61
62534,17,2,offer,-1,1,-1,65,50
62534,17,2,offer,-1,2,-1,69,50
62534,17,2,offer,-1,3,-1,60,50
62534,17,2,offer,-1,4,-1,43,50
62534,17,2,offer,-1,5,-1,28,50
62534,17,2,offer,-1,6,-1,49,50
62534,17,2,offer,-1,7,-1,35,50
62534,11,1,offer,-1,1,-1,59,44
62534,11,1,offer,-1,2,-1,55,44
62534,11,1,offer,-1,3,-1,37,44
62534,11,1,offer,-1,4,-1,35,44
62534,11,1,offer,-1,5,-1,48,44
62534,11,1,offer,-1,6,-1,38,44
62534,11,1,offer,-1,7,-1,19,44
62534,21,2,recall,1,1,1,47,-1
62534,21,2,recall,2,102,-1,2243,-1
62534,21,2,recall,3,5,1,38,-1
62534,21,2,recall,4,4,1,24,-1
62534,21,2,recall,5,2,0,22,-1
62534,21,2,recall,6,3,0,28,-1
62534,21,2,recall,7,6,0,43,-1
62534,21,2,recall,8,7,0,30,-1
62534,12,1,offer,-1,1,-1,79,70
62534,12,1,offer,-1,2,-1,86,70
62534,12,1,offer,-1,3,-1,76,70
62534,12,1,offer,-1,4,-1,41,70
62534,12,1,offer,-1,5,-1,68,70
62534,12,1,offer,-1,6,-1,90,70
62534,12,1,offer,-1,7,-1,49,70
62534,29,3,recall,1,1,1,47,-1
62534,29,3,recall,2,2,1,51,-1
62534,29,3,recall,3,3,1,53,-1
62534,29,3,recall,4,4,1,38,-1
62534,29,3,recall,5,105,-1,444,-1
62534,29,3,recall,6,6,1,74,-1
62534,29,3,recall,7,7,1,63,-1
62534,29,3,recall,8,5,0,44,-1
62534,22,2,offer,-1,1,-1,63,54
62534,22,2,offer,-1,2,-1,42,54
62534,22,2,offer,-1,3,-1,46,54
62534,22,2,offer,-1,4,-1,55,54
62534,22,2,offer,-1,5,-1,61,54
62534,22,2,offer,-1,6,-1,54,54
62534,22,2,offer,-1,7,-1,59,54
62534,23,2,offer,-1,1,-1,52,47
62534,23,2,offer,-1,2,-1,23,47
62534,23,2,offer,-1,3,-1,59,47
62534,23,2,offer,-1,4,-1,35,47
62534,23,2,offer,-1,5,-1,58,47
62534,23,2,offer,-1,6,-1,54,47
62534,23,2,offer,-1,7,-1,70,47
62534,27,3,recall,1,1,1,46,-1
62534,27,3,recall,2,2,1,82,-1
62534,27,3,recall,3,7,1,30,-1
62534,27,3,recall,4,6,1,77,-1
62534,27,3,recall,5,4,1,35,-1
62534,27,3,recall,6,3,0,74,-1
62534,27,3,recall,7,5,0,56,-1
62534,31,3,offer,-1,1,-1,58,39
62534,31,3,offer,-1,2,-1,53,39
62534,31,3,offer,-1,3,-1,17,39
62534,31,3,offer,-1,4,-1,11,39
62534,31,3,offer,-1,5,-1,43,39
62534,31,3,offer,-1,6,-1,47,39
62534,31,3,offer,-1,7,-1,59,39
62534,31,3,recall,1,1,1,58,-1
62534,31,3,recall,2,2,1,53,-1
62534,31,3,recall,3,3,1,17,-1
62534,31,3,recall,4,7,1,59,-1
62534,31,3,recall,5,6,1,47,-1
62534,31,3,recall,6,4,1,11,-1
62534,31,3,recall,7,5,0,43,-1
62534,29,3,offer,-1,1,-1,47,53
62534,29,3,offer,-1,2,-1,51,53
62534,29,3,offer,-1,3,-1,53,53
62534,29,3,offer,-1,4,-1,38,53
62534,29,3,offer,-1,5,-1,44,53
62534,29,3,offer,-1,6,-1,74,53
62534,29,3,offer,-1,7,-1,63,53
62534,26,3,offer,-1,1,-1,70,48
62534,26,3,offer,-1,2,-1,71,48
62534,26,3,offer,-1,3,-1,55,48
62534,26,3,offer,-1,4,-1,33,48
62534,26,3,offer,-1,5,-1,53,48
62534,26,3,offer,-1,6,-1,20,48
62534,26,3,offer,-1,7,-1,36,48
62534,12,1,recall,1,6,1,90,-1
62534,12,1,recall,2,7,1,49,-1
62534,12,1,recall,3,5,1,68,-1
62534,12,1,recall,4,3,1,76,-1
62534,12,1,recall,5,4,1,41,-1
62534,12,1,recall,6,106,-1,80,-1
62534,12,1,recall,7,1,0,79,-1
62534,12,1,recall,8,2,0,86,-1
62534,5,0,recall,1,1,1,24,-1
62534,5,0,recall,2,2,1,66,-1
62534,5,0,recall,3,3,1,32,-1
62534,5,0,recall,4,4,1,55,-1
62534,5,0,recall,5,5,1,51,-1
62534,5,0,recall,6,6,1,67,-1
62534,5,0,recall,7,7,1,45,-1
62534,21,2,offer,-1,1,-1,47,35
62534,21,2,offer,-1,2,-1,22,35
62534,21,2,offer,-1,3,-1,28,35
62534,21,2,offer,-1,4,-1,24,35
62534,21,2,offer,-1,5,-1,38,35
62534,21,2,offer,-1,6,-1,43,35
62534,21,2,offer,-1,7,-1,30,35
62534,24,3,recall,1,101,-1,80,-1
62534,24,3,recall,2,2,1,51,-1
62534,24,3,recall,3,3,1,32,-1
62534,24,3,recall,4,4,1,68,-1
62534,24,3,recall,5,5,1,45,-1
62534,24,3,recall,6,6,1,49,-1
62534,24,3,recall,7,1,0,81,-1
62534,24,3,recall,8,7,0,67,-1
62534,2,0,recall,1,7,1,24,-1
62534,2,0,recall,2,6,1,74,-1
62534,2,0,recall,3,103,-1,77,-1
62534,2,0,recall,4,4,1,35,-1
62534,2,0,recall,5,2,1,66,-1
62534,2,0,recall,6,3,1,53,-1
62534,2,0,recall,7,1,0,52,-1
62534,2,0,recall,8,5,0,57,-1
62534,15,1,recall,1,1,1,70,-1
62534,15,1,recall,2,7,1,50,-1
62534,15,1,recall,3,6,1,49,-1
62534,15,1,recall,4,5,1,71,-1
62534,15,1,recall,5,4,1,29,-1
62534,15,1,recall,6,2,1,72,-1
62534,15,1,recall,7,3,0,51,-1
62534,8,1,recall,1,1,1,74,-1
62534,8,1,recall,2,2,1,50,-1
62534,8,1,recall,3,3,1,46,-1
62534,8,1,recall,4,4,1,33,-1
62534,8,1,recall,5,5,1,75,-1
62534,8,1,recall,6,6,0,43,-1
62534,8,1,recall,7,7,0,27,-1
33555,4,0,offer,-1,1,-1,46,64
33555,4,0,offer,-1,2,-1,48,64
33555,4,0,offer,-1,3,-1,86,64
33555,4,0,offer,-1,4,-1,51,64
33555,4,0,offer,-1,5,-1,60,64
33555,4,0,offer,-1,6,-1,59,64
33555,4,0,offer,-1,7,-1,82,64
33555,29,3,recall,1,2,1,72,-1
33555,29,3,recall,2,1,1,73,-1
33555,29,3,recall,3,103,-1,78,-1
33555,29,3,recall,4,3,1,48,-1
33555,29,3,recall,5,4,1,28,-1
33555,29,3,recall,6,106,-1,88,-1
33555,29,3,recall,7,5,0,49,-1
33555,29,3,recall,8,6,0,57,-1
33555,29,3,recall,9,7,0,79,-1
33555,20,2,recall,1,1,1,78,-1
33555,20,2,recall,2,2,1,80,-1
33555,20,2,recall,3,7,1,60,-1
33555,20,2,recall,4,104,-1,61,-1
33555,20,2,recall,5,5,1,50,-1
33555,20,2,recall,6,3,0,37,-1
33555,20,2,recall,7,4,0,31,-1
33555,20,2,recall,8,6,0,67,-1
33555,26,3,recall,1,3,1,68,-1
33555,26,3,recall,2,1,1,79,-1
33555,26,3,recall,3,4,1,42,-1
33555,26,3,recall,4,2,1,34,-1
33555,26,3,recall,5,7,1,71,-1
33555,26,3,recall,6,5,0,23,-1
33555,26,3,recall,7,6,0,44,-1
33555,30,3,offer,-1,1,-1,74,68
33555,30,3,offer,-1,2,-1,43,68
33555,30,3,offer,-1,3,-1,72,68
33555,30,3,offer,-1,4,-1,79,68
33555,30,3,offer,-1,5,-1,83,68
33555,30,3,offer,-1,6,-1,68,68
33555,30,3,offer,-1,7,-1,54,68
33555,11,1,recall,1,5,1,68,-1
33555,11,1,recall,2,102,-1,28,-1
33555,11,1,recall,3,1,1,48,-1
33555,11,1,recall,4,4,1,22,-1
33555,11,1,recall,5,3,1,52,-1
33555,11,1,recall,6,2,0,38,-1
33555,11,1,recall,7,6,0,41,-1
33555,11,1,recall,8,7,0,24,-1
33555,23,2,offer,-1,1,-1,28,59
33555,23,2,offer,-1,2,-1,59,59
33555,23,2,offer,-1,3,-1,72,59
33555,23,2,offer,-1,4,-1,69,59
33555,23,2,offer,-1,5,-1,45,59
33555,23,2,offer,-1,6,-1,75,59
33555,23,2,offer,-1,7,-1,65,59
33555,26,3,offer,-1,1,-1,79,50
33555,26,3,offer,-1,2,-1,34,50
33555,26,3,offer,-1,3,-1,68,50
33555,26,3,offer,-1,4,-1,42,50
33555,26,3,offer,-1,5,-1,23,50
33555,26,3,offer,-1,6,-1,44,50
33555,26,3,offer,-1,7,-1,71,50
33555,15,1,recall,1,7,1,50,-1
33555,15,1,recall,2,1,1,28,-1
33555,15,1,recall,3,2,1,29,-1
33555,15,1,recall,4,4,1,12,-1
33555,15,1,recall,5,6,1,17,-1
33555,15,1,recall,6,3,0,47,-1
33555,15,1,recall,7,5,0,54,-1
33555,2,0,recall,1,5,1,58,-1
33555,2,0,recall,2,7,1,59,-1
33555,2,0,recall,3,6,1,63,-1
33555,2,0,recall,4,104,-1,23,-1
33555,2,0,recall,5,1,0,42,-1
33555,2,0,recall,6,2,0,47,-1
33555,2,0,recall,7,3,0,67,-1
33555,2,0,recall,8,4,0,15,-1
33555,10,1,offer,-1,1,-1,40,30
33555,10,1,offer,-1,2,-1,67,30
33555,10,1,offer,-1,3,-1,25,30
33555,10,1,offer,-1,4,-1,26,30
33555,10,1,offer,-1,5,-1,37,30
33555,10,1,offer,-1,6,-1,49,30
33555,10,1,offer,-1,7,-1,12,30
33555,21,2,recall,1,5,1,31,-1
33555,21,2,recall,2,6,1,33,-1
33555,21,2,recall,3,4,1,23,-1
33555,21,2,recall,4,7,1,28,-1
33555,21,2,recall,5,1,0,64,-1
33555,21,2,recall,6,2,0,37,-1
33555,21,2,recall,7,3,0,56,-1
33555,18,2,recall,1,1,1,26,-1
33555,18,2,recall,2,2,1,59,-1
33555,18,2,recall,3,3,1,34,-1
33555,18,2,recall,4,5,1,69,-1
33555,18,2,recall,5,6,1,61,-1
33555,18,2,recall,6,4,0,33,-1
33555,18,2,recall,7,7,0,49,-1
33555,25,3,offer,-1,1,-1,26,30
33555,25,3,offer,-1,2,-1,30,30
33555,25,3,offer,-1,3,-1,31,30
33555,25,3,offer,-1,4,-1,25,30
33555,25,3,offer,-1,5,-1,52,30
33555,25,3,offer,-1,6,-1,29,30
33555,25,3,offer,-1,7,-1,42,30
33555,6,0,offer,-1,1,-1,60,75
33555,6,0,offer,-1,2,-1,87,75
33555,6,0,offer,-1,3,-1,90,75
33555,6,0,offer,-1,4,-1,81,75
33555,6,0,offer,-1,5,-1,62,75
33555,6,0,offer,-1,6,-1,86,75
33555,6,0,offer,-1,7,-1,68,75
33555,1,0,recall,1,1,1,65,-1
33555,1,0,recall,2,2,1,43,-1
33555,1,0,recall,3,6,1,75,-1
33555,1,0,recall,4,104,-1,70,-1
33555,1,0,recall,5,3,0,54,-1
33555,1,0,recall,6,4,0,46,-1
33555,1,0,recall,7,5,0,84,-1
33555,1,0,recall,8,7,0,94,-1
33555,5,0,offer,-1,1,-1,27,38
33555,5,0,offer,-1,2,-1,65,38
33555,5,0,offer,-1,3,-1,41,38
33555,5,0,offer,-1,4,-1,71,38
33555,5,0,offer,-1,5,-1,49,38
33555,5,0,offer,-1,6,-1,53,38
33555,5,0,offer,-1,7,-1,32,38
33555,14,1,recall,1,2,1,17,-1
33555,14,1,recall,2,1,1,41,-1
33555,14,1,recall,3,4,1,40,-1
33555,14,1,recall,4,3,1,61,-1
33555,14,1,recall,5,6,1,71,-1
33555,14,1,recall,6,5,0,68,-1
33555,14,1,recall,7,7,0,64,-1
33555,2,0,offer,-1,1,-1,42,45
33555,2,0,offer,-1,2,-1,47,45
33555,2,0,offer,-1,3,-1,67,45
33555,2,0,offer,-1,4,-1,15,45
33555,2,0,offer,-1,5,-1,58,45
33555,2,0,offer,-1,6,-1,63,45
33555,2,0,offer,-1,7,-1,59,45
33555,12,1,offer,-1,1,-1,57,42
33555,12,1,offer,-1,2,-1,56,42
33555,12,1,offer,-1,3,-1,34,42
33555,12,1,offer,-1,4,-1,12,42
33555,12,1,offer,-1,5,-1,61,42
33555,12,1,offer,-1,6,-1,63,42
33555,12,1,offer,-1,7,-1,38,42
33555,7,0,recall,1,1,1,59,-1
33555,7,0,recall,2,7,1,80,-1
33555,7,0,recall,3,6,1,82,-1
33555,7,0,recall,4,4,1,34,-1
33555,7,0,recall,5,105,-1,48,-1
33555,7,0,recall,6,2,0,33,-1
33555,7,0,recall,7,3,0,73,-1
33555,7,0,recall,8,5,0,51,-1
33555,17,2,offer,-1,1,-1,56,54
33555,17,2,offer,-1,2,-1,50,54
33555,17,2,offer,-1,3,-1,59,54
33555,17,2,offer,-1,4,-1,67,54
33555,17,2,offer,-1,5,-1,49,54
33555,17,2,offer,-1,6,-1,52,54
33555,17,2,offer,-1,7,-1,38,54
33555,18,2,offer,-1,1,-1,26,45
33555,18,2,offer,-1,2,-1,59,45
33555,18,2,offer,-1,3,-1,34,45
33555,18,2,offer,-1,4,-1,33,45
33555,18,2,offer,-1,5,-1,69,45
33555,18,2,offer,-1,6,-1,61,45
33555,18,2,offer,-1,7,-1,49,45
33555,29,3,offer,-1,1,-1,73,72
33555,29,3,offer,-1,2,-1,72,72
33555,29,3,offer,-1,3,-1,48,72
33555,29,3,offer,-1,4,-1,28,72
33555,29,3,offer,-1,5,-1,49,72
33555,29,3,offer,-1,6,-1,57,72
33555,29,3,offer,-1,7,-1,79,72
33555,22,2,offer,-1,1,-1,64,35
33555,22,2,offer,-1,2,-1,38,35
33555,22,2,offer,-1,3,-1,47,35
33555,22,2,offer,-1,4,-1,33,35
33555,22,2,offer,-1,5,-1,13,35
33555,22,2,offer,-1,6,-1,57,35
33555,22,2,offer,-1,7,-1,31,35
33555,5,0,recall,1,7,1,32,-1
33555,5,0,recall,2,2,1,65,-1
33555,5,0,recall,3,3,1,41,-1
33555,5,0,recall,4,4,1,71,-1
33555,5,0,recall,5,105,-1,21,-1
33555,5,0,recall,6,1,0,27,-1
33555,5,0,recall,7,5,0,49,-1
33555,5,0,recall,8,6,0,53,-1
33555,31,3,recall,1,1,1,63,-1
33555,31,3,recall,2,102,-1,57,-1
33555,31,3,recall,3,3,1,55,-1
33555,31,3,recall,4,5,1,25,-1
33555,31,3,recall,5,2,0,72,-1
33555,31,3,recall,6,4,0,70,-1
33555,31,3,recall,7,6,0,79,-1
33555,31,3,recall,8,7,0,75,-1
33555,20,2,offer,-1,1,-1,78,59
33555,20,2,offer,-1,2,-1,80,59
33555,20,2,offer,-1,3,-1,37,59
33555,20,2,offer,-1,4,-1,31,59
33555,20,2,offer,-1,5,-1,50,59
33555,20,2,offer,-1,6,-1,67,59
33555,20,2,offer,-1,7,-1,60,59
33555,28,3,recall,1,2,1,54,-1
33555,28,3,recall,2,3,1,24,-1
33555,28,3,recall,3,5,1,28,-1
33555,28,3,recall,4,4,1,30,-1
33555,28,3,recall,5,105,-1,27,-1
33555,28,3,recall,6,1,0,31,-1
33555,28,3,recall,7,6,0,17,-1
33555,28,3,recall,8,7,0,56,-1
33555,12,1,recall,1,2,1,56,-1
33555,12,1,recall,2,1,1,57,-1
33555,12,1,recall,3,3,1,34,-1
33555,12,1,recall,4,4,1,12,-1
33555,12,1,recall,5,5,0,61,-1
33555,12,1,recall,6,6,0,63,-1
33555,12,1,recall,7,7,0,38,-1
33555,9,1,offer,-1,1,-1,24,28
33555,9,1,offer,-1,2,-1,53,28
33555,9,1,offer,-1,3,-1,47,28
33555,9,1,offer,-1,4,-1,17,28
33555,9,1,offer,-1,5,-1,29,28
33555,9,1,offer,-1,6,-1,39,28
33555,9,1,offer,-1,7,-1,18,28
33555,11,1,offer,-1,1,-1,48,49
33555,11,1,offer,-1,2,-1,38,49
33555,11,1,offer,-1,3,-1,52,49
33555,11,1,offer,-1,4,-1,22,49
33555,11,1,offer,-1,5,-1,68,49
33555,11,1,offer,-1,6,-1,41,49
33555,11,1,offer,-1,7,-1,24,49
33555,30,3,recall,1,3,1,72,-1
33555,30,3,recall,2,1,1,74,-1
33555,30,3,recall,3,2,1,43,-1
33555,30,3,recall,4,7,1,54,-1
33555,30,3,recall,5,4,0,79,-1
33555,30,3,recall,6,5,0,83,-1
33555,30,3,recall,7,6,0,68,-1
33555,6,0,recall,1,3,1,90,-1
33555,6,0,recall,2,1,1,60,-1
33555,6,0,recall,3,4,1,81,-1
33555,6,0,recall,4,7,1,68,-1
33555,6,0,recall,5,2,0,87,-1
33555,6,0,recall,6,5,0,62,-1
33555,6,0,recall,7,6,0,86,-1
33555,13,1,recall,1,2,1,90,-1
33555,13,1,recall,2,3,1,65,-1
33555,13,1,recall,3,1,1,88,-1
33555,13,1,recall,4,4,1,81,-1
33555,13,1,recall,5,5,0,41,-1
33555,13,1,recall,6,6,0,48,-1
33555,13,1,recall,7,7,0,58,-1
33555,23,2,recall,1,1,1,28,-1
33555,23,2,recall,2,2,1,59,-1
33555,23,2,recall,3,4,1,69,-1
33555,23,2,recall,4,3,1,72,-1
33555,23,2,recall,5,5,0,45,-1
33555,23,2,recall,6,6,0,75,-1
33555,23,2,recall,7,7,0,65,-1
33555,24,3,recall,1,2,1,54,-1
33555,24,3,recall,2,1,1,56,-1
33555,24,3,recall,3,5,1,78,-1
33555,24,3,recall,4,7,1,79,-1
33555,24,3,recall,5,3,0,35,-1
33555,24,3,recall,6,4,0,41,-1
33555,24,3,recall,7,6,0,67,-1
33555,8,1,recall,1,4,1,28,-1
33555,8,1,recall,2,3,1,31,-1
33555,8,1,recall,3,103,-1,66,-1
33555,8,1,recall,4,7,1,67,-1
33555,8,1,recall,5,5,1,75,-1
33555,8,1,recall,6,106,-1,70,-1
33555,8,1,recall,7,1,0,56,-1
33555,8,1,recall,8,2,0,57,-1
33555,8,1,recall,9,6,0,69,-1
33555,19,2,recall,1,1,1,87,-1
33555,19,2,recall,2,2,1,88,-1
33555,19,2,recall,3,7,1,68,-1
33555,19,2,recall,4,5,1,70,-1
33555,19,2,recall,5,3,0,54,-1
33555,19,2,recall,6,4,0,73,-1
33555,19,2,recall,7,6,0,62,-1
33555,0,0,recall,1,3,1,58,-1
33555,0,0,recall,2,5,1,68,-1
33555,0,0,recall,3,4,1,78,-1
33555,0,0,recall,4,1,1,65,-1
33555,0,0,recall,5,7,1,75,-1
33555,0,0,recall,6,2,0,69,-1
33555,0,0,recall,7,6,0,35,-1
33555,8,1,offer,-1,1,-1,56,48
33555,8,1,offer,-1,2,-1,57,48
33555,8,1,offer,-1,3,-1,31,48
33555,8,1,offer,-1,4,-1,28,48
33555,8,1,offer,-1,5,-1,75,48
33555,8,1,offer,-1,6,-1,69,48
33555,8,1,offer,-1,7,-1,67,48
33555,9,1,recall,1,4,1,17,-1
33555,9,1,recall,2,7,1,18,-1
33555,9,1,recall,3,5,1,29,-1
33555,9,1,recall,4,6,1,39,-1
33555,9,1,recall,5,1,0,24,-1
33555,9,1,recall,6,2,0,53,-1
33555,9,1,recall,7,3,0,47,-1
33555,21,2,offer,-1,1,-1,64,30
33555,21,2,offer,-1,2,-1,37,30
33555,21,2,offer,-1,3,-1,56,30
33555,21,2,offer,-1,4,-1,23,30
33555,21,2,offer,-1,5,-1,31,30
33555,21,2,offer,-1,6,-1,33,30
33555,21,2,offer,-1,7,-1,28,30
33555,27,3,recall,1,4,1,43,-1
33555,27,3,recall,2,5,1,46,-1
33555,27,3,recall,3,1,1,63,-1
33555,27,3,recall,4,6,1,68,-1
33555,27,3,recall,5,2,0,39,-1
33555,27,3,recall,6,3,0,87,-1
33555,27,3,recall,7,7,0,96,-1
33555,7,0,offer,-1,1,-1,59,58
33555,7,0,offer,-1,2,-1,33,58
33555,7,0,offer,-1,3,-1,73,58
33555,7,0,offer,-1,4,-1,34,58
33555,7,0,offer,-1,5,-1,51,58
